Year,EMPLOYER_ID,NAME,ADDRESS_1,ADDRESS_2,CITY,STATE,ZIP,COUNTRY,PHONE,FAX,CREATED_DATE,ACTIVE
2015,10276,J.P. Morgan Securities LLC,10 S. Dearborn,Flr 13,Chicago,IL,60603,United States,312-385-8485,312-794-7378,01/17/2014,Y
2014,10406,Unite Here Local 1,218 S Wabash,7th Flr,Chicago,IL,60604,United States,312-663-4373,312-986-3828,01/22/2014,Y
2014,10422,Marmer Law Offices LLC,875 N. Michigan Avenue,Suite 3100,Chicago,IL,60611,United States,312-373-3702,,01/24/2014,Y
2014,11623,Terry Cornell,24 Romiga Lane,,Palos Park,IL,60464,United States,312-909-1821,,09/18/2014,Y
2013,8001,"Leddartech USA, Inc",2740 Rue Einstein,Quebec City,QC G1P 4S4,IL,G1P4S4,Canada,855-865-9900,418-653-9099,03/12/2013,Y
2014,8181,Total Outdoor,444 North Wells,,Chicago,IL,60654,United States,312-445-5538,773-238-0286,04/08/2013,Y
2013,9482,U.S. Cost Incorporated,1200 Abernathy Road NE #950,,Atlanta,GA,30328,United States,7704811600,,10/05/2013,Y
2015,10187,Sears Holdings Corp.,3333 Beverly Rd.,B6-338A,Hoffman Estates,IL,60179,United States,8472861535,,01/14/2014,Y
2014,10363,"Kraft Foods, Inc.",Three Lakes Drive,,Northfield,IL,60693,United States,202-942-4320,,01/20/2014,Y
2014,10368,"Sensys Networks, Inc.",1608 4th Street Suite 200,,Berkeley,CA,94710,United States,510-548-4620,510-548-8264,01/20/2014,Y
2015,12058,John  O'Connell,P.O.Box 460,,Western Springs,IL,60558,United States,708-267-3087,708-246-2247,01/06/2015,Y
2013,7803,Blake Custer,30108 Fairway Vista Drive,,Fair Oaks Ranch,TX,78015,United States,210-488-7774,,02/01/2013,Y
2013,9401,Ernst & Young LLP,155 North Wacker Drive,,Chicago,IL,60606,United States,312-879-2000,,09/18/2013,Y
2014,10142,"Koch Companies Public Sector,LLC",4111 E 37TH ST N,,Wichita,KS,67220,United States,(316) 828-6778,,01/13/2014,Y
2014,10461,F.O.O.D. Services LLC,5023 S Michigan Ave,,Chicago,IL,60615,United States,312-296-4601,,01/29/2014,Y
2015,11881,BP Corporation North America Inc.,"1101 New York Avenue, NW",Suite 700,Washington,DC,20005,United States,(202) 347-8552,(202) 457-6597,12/01/2014,Y
2015,7781,Universal Boot Inc.,747 Meloche Ave,,Dorval,NY,11111,Canada,5146315005,5146314114,01/31/2013,Y
2014,8501,"Bank of America, NA",100 N Tryon Street,NC1-007-22-32,Charlotte,NC,28255,United States,980-386-3245,704-602-3712,05/14/2013,Y
2013,8541,PNC Capital Markets LLC,225 Fifth Ave,,Pittsburgh,PA,15222,United States,312-338-2262,312-338-8127,06/04/2013,Y
2014,10046,"Wal-Mart Stores, Inc.",702 SW 8th St.,,Bentonville,AR,72716,United States,479-204-8618,,01/08/2014,Y
2014,11021,Paul Colgan,1014 S Naperville Rd,,Wheaton,IL,60189,United States,312-259-9114,,04/19/2014,Y
2015,7782,McGladrey LLP,One south Wacker Drive,suite 800,Chicago,IL,60606,United States,312 634 4729,312 634 3410,01/31/2013,Y
2014,8506,"Merrill Lynch, Pierce, Fenner & Smith Inc.",100 N Tryon Street,NC1-007-22-32,Charlotte,NC,28255,United States,980-386-3245,704-602-3712,05/14/2013,Y
2013,8506,"Merrill Lynch, Pierce, Fenner & Smith Inc.",100 N Tryon Street,NC1-007-22-32,Charlotte,NC,28255,United States,980-386-3245,704-602-3712,05/14/2013,Y
,8641,"Praeses, LLC",330 Marshall Street,Suite 800,Shreveport,LA,71101,United States,(318) 424-8125,,06/14/2013,Y
,9261,Emissions Control Technologies,1843 W. Indiana Ave.,,Beecher,IL,60401,United States,8159312709,,09/03/2013,Y
2014,10210,URS Corporation,"100 South Wacker Drive, Suite 500",,Chicago,IL,60606,United States,312-939-1000,,01/15/2014,Y
2014,10265,JP Morgan Securities LLC,10 S. Dearborn,Flr 13,Chicago,IL,60603,United States,312-385-8444,866-594-6488,01/17/2014,Y
2015,12085,"Chico & Nunes, P.C.","333 W. Wacker Dr., #1420",,Chicago,IL,60606,United States,312 463 1000,312 463 1001,01/16/2015,Y
,12122,"Interstate Emergency Vehicles, Inc.",16720 W. Cherry Creek Ct.,,Joliet,IL,60433,United States,815-740-9997,815-740-9902,02/02/2015,Y
2015,12103,"KeyBanc Capital Markets, Inc",127 Public Square,,Cleveland,OH,44114,United States,216-689-4208,,01/20/2015,Y
2015,12182,"American Express Travel Related Services Company, Inc",200 Vesey St,,New York,NY,10285,United States,212-640-0021,,02/23/2015,Y
2015,12281,"Fox, Swibel, Levin & Carroll, LLP",200 W Madison St,Ste 3000,Chicago,IL,60606,United States,312-224-1200,312-224-1201,03/16/2015,Y
2015,12441,"Fisk Kart Kartz Regan & Levy, Ltd",77 W Washington,#900,Chicago,IL,60602,United States,312-726-1833,312-726-2274,04/23/2015,Y
2015,12106,Troutman & Dams LLC,118 S Clinton St,Ste. 300,Chicago,IL,60661,United States,312-441-0344,312-488-3679,01/21/2015,Y
2011,4776,Rolando Acosta,"6336 N. Cicero Avenue., Suite 202",,Chicago,IL,60646,United States,7736857806,7736857844,,Y
2011,4930,Johnson Research Group,"343 S. Dearborn, Ste. 502",,Chicago,IL,60604,United States,312-235-0130,312-235-0131,,Y
2011,4879,Kareem Musawwir,221 N. LaSalle St.,,Chicago,IL,60601,United States,773-732-5189,312-782-2433,,Y
2012,4687,Thompson Coburn LLP,55 E Monroe - 40th Floor,,Chicago,IL,60603,United States,312-580-2228,312-580-2201,,Y
2011,4108,"Neal & Leroy, LLC","203 N. LaSalle, Ste. 2300",,Chicago,IL,60601,United States,312-641-7144,312-641-5137,,Y
2012,4377,Jay D. Doherty & Associates,"210 E. Pearson St., #9B",,Chicago,IL,60611,United States,312-932-0338,312-654-0671,,Y
2012,5066,John Kattner,205 Valleyview Place,,Minneapolis,MN,55419,United States,612-338-5956,612-338-5957,05/25/2012,Y
,5862,Bing  tie,986 s park terrace,,Chicago,IL,60605,United States,3122179337,,08/29/2012,Y
,6741,Patrick Cary DBA INTOX,3641 N. Halsted,,Chicago,IL,60613,United States,773.497.0666,,12/11/2012,Y
2013,7022,Skyway Concession Company LLC,205 N. Michigan Avenue,Suite 2510,Chicago,IL,60601,United States,312-552-7100,,01/08/2013,Y
2013,7566,Arnold Scott Harris PC,"111 E Wacker Dr.,",#600,Chicago,IL,60604,United States,312-423-7400,312-803-0020,01/22/2013,Y
2013,7621,"Interstate Outdoor Advertising, L.P.",905 North Kings Highway,,Cherry Hill,NJ,08034,United States,856-667-6620,,01/25/2013,Y
2013,7622,Federal Signal,2645 Federal Signal Drive,,University Park,IL,60484,United States,708-476-9554,,01/25/2013,Y
2012,4676,"Anderson & Moore, P.C.","111 W. Washington, Ste 1100",,Chicago,IL,60602,United States,312-251-1500,312-251-1509,,Y
,6341,CDS Office Technologies,612 S. Dirksen Pkwy.,,Springfield,IL,62703,United States,217-528-8936,,10/15/2012,Y
2012,5086,ENBALA Power Networks,360 Bay St.,Ste 401,"Tornto, Ontario",AK,M5V2V6,Canada,416-623-2626,647-427-7041,05/31/2012,Y
2012,5921,"Hubb Systems, LLC",2021 Challenger Dr,,Alameda,CA,94501,United States,510-865-9100,510-865-9090,09/05/2012,Y
2012,6563,Foster Interstate Media,Pier 26 - The Embarcadero,,San Francisco,CA,94105,United States,415-538-7070,415-538-7080,10/31/2012,Y
,6601,"Foster Interstate Media,Inc.",Pier 26 - The Embarcadero,,San Francisco,CA,94105,United States,415-538-7070,415-538-7080,11/05/2012,Y
2014,6608,Silver Law Office,1700 W. Irving Park Rd.,Ste. 102,Chicago,IL,60613,United States,773-832-9550,773-832-9552,11/06/2012,Y
2013,6661,"The Bennett Law Group, PC",203 North LaSalle St.,Ste. 2350,Chicago,IL,60601,United States,312-628-7849,312-205-0121,11/20/2012,Y
2012,6661,"The Bennett Law Group, PC",203 North LaSalle St.,Ste. 2350,Chicago,IL,60601,United States,312-628-7849,312-205-0121,11/20/2012,Y
2013,7163,Lakeview Strategy Group,3712 N. Broadway,Suite 410,Chicago,IL,60613,United States,312.462.4044,,01/10/2013,Y
2015,4961,Sensus North America,8601 Six Forks Rd,,Raleigh,NC,27615,United States,919-845-4000,,05/01/2012,Y
2013,5524,Better Government Association,223 W Jackson,Suite 900,Chicago,IL,60602,United States,3124530632,,07/19/2012,Y
2013,5681,Donovan Group LLC,111 East Wacker Drive,Ste. 990,Chicago,IL,60601,United States,312-467-0381,312-467-0340,08/09/2012,Y
2012,5961,Kohlberg Kravis Roberts & Co,9 West 57th Street,,New York,NY,10019,United States,212-750-8300,212-750-0003,09/06/2012,Y
2014,6121,"Gene Schulter Group, Inc",4326 N Bell Ave,,Chicago,IL,60618,United States,773-539-1683,,09/25/2012,Y
2012,6121,"Gene Schulter Group, Inc",4326 N Bell Ave,,Chicago,IL,60618,United States,773-539-1683,,09/25/2012,Y
2012,6361,Electronic Software Solutions,3711 N Ravenswood,Ste 144,Chicago,IL,60613,United States,847-767-3100,262-694-6393,10/16/2012,Y
,6947,Philips lighting,10275 West Higgins Road,,Rosemont,IL,60018,United States,1 847 3905100,1 847 390 5058,01/04/2013,Y
2014,7344,"Mesirow Financial, Inc.",353 N. Clark Street,,Chicago,IL,60654,United States,312-595-6242,312-595-6988,01/15/2013,Y
2012,5421,Daspin & Aument,"227 W. Monroe St., #3500",,Chicago,IL,60606,United States,312-258-1600,312-258-1955,07/02/2012,Y
2014,5504,"PNC Bank, National Association",1 N Franklin St,,Chicago,IL,60606,United States,312-338-2235,,07/13/2012,Y
2015,5801,"Citibank, N.A.",388 Greenwich St.,22nd Floor,New York,NY,10013,United States,(212) 816-3656,,08/24/2012,Y
2012,6562,"Foster Interstate Media, Inc",Pier 26 - The Embarcadero,,San Francisco,CA,94105,United States,415-538-7070,415-538-7080,10/31/2012,Y
2014,6942,Kohlberg Kravis Roberts & Co. L.P.,9 west 57th St.,,New York,NY,10019,United States,212-750-8300,212-750-0003,01/04/2013,Y
2015,6943,Electrical Contractors' Association of City of Chicago,5 Westbrook Corp. Ctr. #940,,Westchester,IL,60154,United States,(708) 531-0022,(708) 531-0071 /(708) 483-8689,01/04/2013,Y
2014,6943,Electrical Contractors' Association of City of Chicago,5 Westbrook Corp. Ctr. #940,,Westchester,IL,60154,United States,(708) 531-0022,(708) 531-0071 /(708) 483-8689,01/04/2013,Y
2015,7041,"Charity & Associates, P.C.",20 N. Clark Street,Suite 1150,Chicago,IL,60602,United States,312-849-9000,312-848-9001,01/08/2013,Y
2014,7162,KPMG LLP,200 E. Randolph Dr,"KPMG LLP, Aon Center",Chicago,IL,60601,United States,312-665-1000,312-665-6000,01/10/2013,Y
2015,7530,American Beverage Association,1101 16th St NW,,Washington,DC,20036,United States,4153896800,4153886874,01/18/2013,Y
2015,7547,Saab Sensis Corporation,85 Collamer Crossing,,East Syracuse,NY,13031,United States,315-445-0550,315-446-2209,01/21/2013,Y
2014,7547,Saab Sensis Corporation,85 Collamer Crossing,,East Syracuse,NY,13031,United States,315-445-0550,315-446-2209,01/21/2013,Y
2013,7548,Illinois Restaurant Association,33 W Monroe,,Chicago,IL,60603,United States,708 787 4000,,01/21/2013,Y
2015,7550,"Silliman Group, LLC",32 N Dean Street,,Englewood,NJ,07631,United States,201-541-8003,,01/21/2013,Y
2012,5601,"Master Meter, Inc",101 Regency Pkwy,,Mansfield,TX,76063,United States,817-842-8000,817-842-8100,07/30/2012,Y
2015,5641,"Government Consulting Services of Illinois, LLC",70 W Madison,Ste. 1600,Chicago,IL,60602,United States,312-696-1925,312-696-4225,08/07/2012,Y
2014,5722,Xerox Corporation,"1800 M Street, NW","North Tower, Suite 700",Washington,DC,20036,United States,202.776.1005,202.378,08/10/2012,Y
2013,5722,Xerox Corporation,"1800 M Street, NW","North Tower, Suite 700",Washington,DC,20036,United States,202.776.1005,202.378,08/10/2012,Y
2012,6523,Joseph Salema,905 North Kings Highway,,Cherry Hill,NJ,08034,United States,856-667-6620,856-482-6195,10/25/2012,Y
2013,6602,"Foster Interstate Media,Inc.","1111 Broadway, Suite 1515",,Oakland,CA,94607,United States,510 832-7070,510 832-7071,11/05/2012,Y
2014,6621,Comcast,1255 W. North Avenue,,Chicago,IL,60642,United States,773-394-8767,847-391-8681,11/07/2012,Y
2013,6922,"Integrys Energy Services, Inc.",1716 Lawrence Dr,,De Pere,WI,54115,United States,920-617-6216,,01/03/2013,Y
2013,7082,"Fidelity Capital Markets, a division of National Financial Services LLC",82 Devonshire Street,Z2H,Boston,MA,02109,United States,617-563-4162,,01/09/2013,Y
2013,7347,"Mesirow Financial, Inc.",353 N. Clark Street,,Chicago,IL,60654,United States,312-595-6000,312-595-7208,01/15/2013,Y
2015,7461,TALAN&KTSANES,223 W JACKSON #512,,CHICAGO,IL,60606,United States,3126297558,3126293603,01/17/2013,Y
2013,7525,Hill + Knowlton Strategies,222 Merchandise Mart Plaza,Suite 275,Chicago,IL,60654,United States,312-255-3133,312-255-3030,01/18/2013,Y
2013,7542,The Peoples Gas LIght and Coke Company,130 E. Randolph Dr.,,Chicago,IL,60601,United States,312-240-4417,,01/19/2013,Y
2015,7545,"Goldman Sachs Asset Management, L.P.",200 West Street,,New York,NY,10282,United States,(212) 902-1000,,01/20/2013,Y
2014,7545,"Goldman Sachs Asset Management, L.P.",200 West Street,,New York,NY,10282,United States,(212) 902-1000,,01/20/2013,Y
2015,7546,"Goldman, Sachs & Co.",200 West Street,,New York,NY,10282,United States,(212) 902-1000,,01/20/2013,Y
2013,7563,"Foley & Lardner, LLP",321 N Clark St. #2800,,Chicago,IL,60654,United States,312-832-4500,312-832-4700,01/22/2013,Y
2013,7564,"Siebert Brandford Shank & Co., L.L.C.","222 West Adams, Suite 520",,Chicago,IL,60606,United States,(312) 759-1044,,01/22/2013,Y
2013,7565,Siebert Brandford Shank,"222 West Adams, Suite 520",,Chicago,IL,60606,United States,(312) 759-1033,,01/22/2013,Y
2013,9281,Mercury,701 8th Street NW,Suite 650,Washington,DC,20001,United States,2022614000,,09/09/2013,Y
2015,9881,Ansaldo STS USA,1000 Technology Dr,,Pittsburgh,PA,15219,United States,800-351-1520,866-685-1507,12/31/2013,Y
,10189,Neal Gerber & Eisenberg LLP,2 North LaSalle Street,Suite 1700,Chicago,IL,60554,United States,312-269-5250,312-429-3530,01/14/2014,Y
2015,12046,Marmer Law Offices LLC,676 N. Michigan Avenue,Suite 2850,Chicago,IL,60611,United States,312-266-9900,,01/02/2015,Y
2015,12073,Carol Ronen,6033 N. Sheridan Rd,,Chicago,IL,60660,United States,773-919-4240,,01/14/2015,Y
2015,12087,Morgan Stanley Infrastructure,1585 Broadway,,New York,NY,10036,United States,312-262-6840,,01/16/2015,Y
,12091,American Progressive Bag Alliance,"1425 K Street, N.W.",#500,Washington,DC,20005,United States,202-974-5200,,01/19/2015,Y
2015,12094,Rolando Acosta,2949 W Gregory St,,Chicago,IL,60625,United States,312-636-6937,312-253-4440,01/19/2015,Y
2013,7821,Decision Len LLC.,4250 North Farifax Dr. suite 1410,,Arlington,VA,22203,United States,7033992102,,02/04/2013,Y
2014,7822,"Temco Machinery, Inc.",1401 N. Farnsworth Avenue,,Aurora,IL,60505,United States,630-978-5151,,02/05/2013,Y
2013,7881,"Kevin A. Spiegel, Esq.",3101 W. Sherwin Ave.,,Chicago,IL,60645,United States,312-870-0829,,02/14/2013,Y
2013,8041,Choose Chicago,301 E Cermak Rd,,Chicago,IL,60616,United States,312-567-8536,312-567-8535,03/15/2013,Y
2013,8562,Hubbard Inn LLC,110 W Hubbard,,Chicago,IL,60654,United States,312-222-1551,,06/07/2013,Y
2013,9381,"Kubasiak, Fylstra, Thorpe & Rotunno, PC",20 S. Clark St,Ste. 2900,Chicago,IL,60603,United States,312-630-9600,312-630-7939,09/16/2013,Y
2014,9781,Beth Doria,5650 S. Archer,,Chicago,IL,60638,United States,3123601122,3123600239,12/19/2013,Y
2014,10188,Paul Williams,9009 South Western Ave,,Chicago,IL,60643,United States,773-298-5050,773-298-0079,01/14/2014,Y
2013,8381,"Alexander & Borovicka Government Solutions, LLC",230 W. Monroe St.,Suite 2221,Chicago,IL,60606,United States,312-759-7505,,05/01/2013,Y
2015,9702,KCBX Terminals Company,10730 S. Burley,,Chicago,IL,60617,United States,(773) 375-8974,,11/24/2013,Y
2015,9861,"Columbia Capital Management, LLC",6330 Lamar Ave.,Ste. 200,Overland Park,KS,66202,United States,913-312-8057,913-312-8058,12/30/2013,Y
2014,10144,Chicagoland Chamber of Commerce,410 N Michigan Ave,Ste 900,Chicago,IL,60611,United States,3124946700,,01/13/2014,Y
2014,10274,InTime Solutions INC,1188W Georgia Street,,Vancouver- Canada,WA,V6E4A2,Canada,877-603-2830 x 620,,01/17/2014,Y
2014,10384,"CCS International, Inc",1815 S Meyers Rd,Ste. 200,Oakbrook Terrace,IL,60181,United States,630-678-0808,630-678-0858,01/21/2014,Y
,11401,George Gedrimas,1201 Prairie Ave,Apt. 4304,Chicago,IL,60605,United States,609-774-0896,,07/18/2014,Y
2013,8044,Baker Hostetler,1050 Connecticut Ave,Suite 1100,Washington,DC,20036,United States,2028611500,,03/15/2013,Y
2014,10123,"Koch Minerals, LLC",4111 E 37TH ST N,,Wichita,KS,67220,United States,4111 E 37TH ST N,,01/12/2014,Y
2014,10184,Carol Ronen,6033 N. Sheridan Rd,,Chicago,IL,60660,United States,773-919-4240,,01/14/2014,Y
2014,10341,"Foster Interstate Media, Inc.","1111 Broadway, Suite 1515",,Oakland,CA,94610,United States,510-832-7070,510-832-7080,01/19/2014,Y
2014,10367,Krieg DeVault LLP,30 North LaSalle Suite 2800,,Chicago,IL,60607,United States,312.800.4003,,01/20/2014,Y
2015,10406,Unite Here Local 1,218 S Wabash,7th Flr,Chicago,IL,60604,United States,312-663-4373,312-986-3828,01/22/2014,Y
2014,11161,Clear Channel Outdoor,4000 South Morgan Street,,Chicago,IL,60609,United States,773-843-2001,,05/14/2014,Y
2015,11761,Jewel-Osco,150 Pierce Rd,Ste. 400,Itasca,IL,60143,United States,630-948-6257,630-948-6950,10/28/2014,Y
2014,11761,Jewel-Osco,150 Pierce Rd,Ste. 400,Itasca,IL,60143,United States,630-948-6257,630-948-6950,10/28/2014,Y
,8161,Morgan Stanley Investment Management Inc.,522 5th Avenue,,New York,NY,10036,United States,(212) 296-7126,,04/05/2013,Y
2014,10369,JPMorgan Chase & Co.,10 S. Dearborn,16th Floor,Chicago,IL,60603,United States,312-732-5856,312-732-6020,01/20/2014,Y
2014,11101,International Sign Association,1001 N Fairfax St,Ste. 301,Alexandria,VA,22314,United States,703-836-4012,703-836-8353,04/29/2014,Y
2014,11341,"Syntech Systems, Inc.",100 Four Points Way,,Tallahassee,FL,32305,United States,800-888-9136,850-877-9327,07/03/2014,Y
2014,11741,Michael Ezgur,1030 W. Chicago Ave.,Third Floor,Chicago,IL,60642,United States,3123273350,3123273315,10/22/2014,Y
2014,11941,Association of Global Automakers,1050 K St. NW,Suite 650,Washington,DC,20001,United States,202-650-5547,202-650-5556,12/05/2014,Y
2015,12062,"Foster Interstate Media, Inc.","1111 Broadway, Suite 1515",,Oakland,CA,94607,United States,510-832-7070,510-832-7071,01/09/2015,Y
2015,12067,Illinois Petroleum Council,400 W. Monroe,,Springfield,IL,62704,United States,2175447404,217-523-5131,01/12/2015,Y
,7922,Sanford Leavitt,box 35606,,Las Vegas,NV,89133,United States,8473667200,509-691-6166,02/25/2013,Y
2015,8101,TKG & Associates LLC,"440 N. Wabash Ave., Ste. 3909",,Chicago,IL,60611,United States,312-329-8100,866-871-0043,03/26/2013,Y
2015,8221,PricewaterhouseCoopers LLP,One North Wacker Drive,,Chicago,IL,60606,United States,630-650-1034,,04/12/2013,Y
2013,8621,Jenner & Block LLP,353 N Clark St,,Chicago,IL,60654,United States,312-222-9350,312-527-0484,06/13/2013,Y
2014,9401,Ernst & Young LLP,155 North Wacker Drive,,Chicago,IL,60606,United States,312-879-2000,,09/18/2013,Y
2014,10425,"Chicago Neighborhood Initiatives, Inc.",1000 E 111th Street,,Chicago,IL,60605,United States,7733412063,,01/24/2014,Y
2014,10721,W S DarLey& Company,325 Spring Lake Dr.,,Itasca,IL,60143,United States,773-443-6356,708-345-8993,03/12/2014,Y
2014,11881,BP Corporation North America Inc.,"1101 New York Avenue, NW",Suite 700,Washington,DC,20005,United States,(202) 347-8552,(202) 457-6597,12/01/2014,Y
2012,7826,Law Offices of Rolando R Acosta PC,2949 W Gregory St,,Chicago,IL,60625,United States,312-636-6937,312-253-4440,02/06/2013,Y
2013,8121,Cummins NPower LLC,7145 Santa Fe Dr,,Hodgkins,IL,60525,United States,708-579-9222,708-482-6455,03/28/2013,Y
,8663,Robinson Shapiro & Schwartz LLC,208 S LaSalle,Ste. 1750,Chicago,IL,60604,United States,312-985-9387,,06/19/2013,Y
2013,9661,"Hoogendoorn & Talbot, LLP",122 South Michigan Avenue,Suite 1220,C,IL,60603-6263,United States,312-513-7524,312-786-0708,11/08/2013,Y
,10386,Michael Abramson,120 S. Riverside Plaza  #1200,,Chicago,IL,60606,United States,312-876-7155,312-876-6255,01/21/2014,Y
2014,11261,American Forest & Paper Assoc.,"1101 K Street, NW",Ste. 700,Washington,DC,20005,United States,202-463-2700,202-463-2423,06/11/2014,Y
2014,11461,American Petroleum Institute,1220 L Street NW,,Washington,DC,20005,United States,202-682-8000,202-682-8000,07/28/2014,Y
2014,11861,BP America,30 S. Wacker Drive,MC: 9N-161,Chicago,IL,60606,United States,312-594-6831,,12/01/2014,Y
2015,12064,DLA Piper LLP (US),203 N. LaSalle Street,Suite 1900,Chicago,IL,60601,United States,312-368-7261,312-251-5833,01/09/2015,Y
2013,7782,McGladrey LLP,One south Wacker Drive,suite 800,Chicago,IL,60606,United States,312 634 4729,312 634 3410,01/31/2013,Y
2013,8503,"Merrill Lynch, Pierce, Fenner & Smith Inc.",100 N Tryon Street,NC1-007-22-32,Charlotte,NC,28255,United States,980-386-3245,704-602-3712,05/14/2013,Y
2015,8941,"Krieg DeVault, LLP",30 N. LaSalle,Suite 2800,Chicago,IL,60606,United States,3128004003,,07/22/2013,Y
